-11579.1723038792,-171101.125960028,15.474999
-11758.2265857875,-170102.027121792,15.58
-12595.5960083059,-171281.517666562,15.474999
17439.3704557507,-97400.3393641287,14.599999
18436.8279053476,-97225.6178544727,14.67
18258.974955592,-96234.9765730309,14.655
-2882.66890600632,-161330.22847674,15.57
-1872.15763668861,-161153.147092496,15.58
-2655.73153821134,-160246.581592586,15.485
94046.0557179228,167700.284464381,13.585
93870.5062047032,168691.757233476,13.684999
93048.1691174264,167526.179823817,13.5
76574.3656605639,-107466.843943829,15.339999
77384.4279430739,-106307.466916615,15.264999
76397.7788392461,-106481.502797757,15.264999
-87222.8183062295,-195791.819308536,15.349999
-87407.6088881913,-194766.451649269,15.679999
-88295.6745644537,-195983.755317335,15.54
57952.2424519467,-56477.804453867,14.719999
57776.6209548891,-55491.8413735721,14.525
56964.8542148417,-56651.3194613974,14.66
-100997.612335319,-183813.333945595,15.86
-99915.3397309528,-183622.183953853,15.75
-100100.337201111,-182592.490644336,15.79
102667.792058736,-174415.673697736,14.835
103477.333304502,-173256.275543791,14.875
102491.668704378,-173430.622434537,14.98
-1693.20981232729,-162149.623653341,15.554999
-862.618990873336,-160976.068319858,15.65
74903.9533361842,-85137.6269275625,15.32
73918.0491481712,-85311.2095455336,15.285
74704.8823401242,-86318.6622049506,15.32
-77851.5472604368,-159239.979973588,14.974999
-76977.813708468,-158034.889834273,14.99
-78035.5485911214,-158221.407810345,14.99
92301.4522402961,149001.025950583,13.95
93121.6956623014,150165.797695627,14
92126.3161581904,149991.51184912,14
10355.9491971509,-34105.471820476,14.17
9538.29105786758,-35270.5494950172,14.275
10532.6541252475,-35094.9280246636,14.46
10875.7535579587,22185.6583346529,14.155
9884.73474342929,22011.9342725482,12.764999
10060.2334013574,21023.5974591128,13.23
24750.7918937285,-75653.3023634795,14.724999
23756.1627887622,-75827.4534677812,14.724999
23933.2560483069,-76816.909813399,14.705
56038.2118396525,-59854.2909717299,14.7
57025.9508035391,-59680.984921624,14.634999
56849.4439639365,-58695.2320139441,14.545
103297.440433906,57830.8473731498,15.179999
103473.201951013,56841.7796572214,15.174999
104290.166930375,58004.8339885306,15.12
70202.4008540508,-59397.9031401519,15.5
70026.7446837635,-58411.9424529569,15.46
69216.7710348552,-59571.1369254398,15.24
53644.3122197045,-71595.8018114492,14.44
52656.1981638044,-71769.4157534852,14.575
52832.5087614878,-72756.003425254,14.63
-105067.755803623,-195783.991423396,15.455
-103978.521359583,-195590.772697756,15.455
-104164.77796235,-194558.663963786,15.625
-66317.3900960397,-74260.5918320827,14.53
-67352.8116238129,-74442.640541119,12.924999
-67172.4179340975,-75451.3547794847,12.65
-94071.7052629784,-151808.950676138,15.125
-94958.4448094621,-153022.391714675,15.085
-93887.7197679097,-152832.794862561,15.094999
20434.903099749,-180782.296744178,15.245
20612.7592885465,-181775.309021522,15.36
21436.6497917589,-180605.777487416,15.355
-9489.32137112191,-179878.491911412,15.69
-8652.56653881021,-178699.62869874,15.6449995
-9667.83300654648,-178879.343536374,15.61
-12067.2948855661,-217154.310051578,15.82
-12247.6146168812,-216152.284588153,15.71
-13090.3090607967,-217334.808417595,15.62
18166.4915155132,-188278.400613067,15.525
18494.9049533079,-187274.455359663,15.45
17491.019067753,-187452.449406803,15.4
-13611.123409641,-171461.699994283,15.455
-13432.2299464192,-172461.16550586,15.445
27173.8875746373,-144785.756112081,15.045
27844.3435293448,-145640.369496308,15.0199995
28170.9164251651,-144609.337634721,15.085
4046.10558224277,-157003.694400016,15.46
4224.63935058017,-157998.950151021,15.639999
5053.23715370352,-156825.560107186,15.565
50486.898402527,-137605.417544315,14.945
49673.4037372147,-138768.227479885,15
50664.1845253136,-138593.170651007,15
22013.1818389913,-83278.106678518,14.639999
22830.1133924223,-82112.781647143,14.575
21836.1608492938,-82288.2909928923,14.665
-34154.1653983018,-206812.721015271,15.8949995
-33301.8164050502,-205621.240690807,15.545
-34334.459288432,-205805.234137403,15.955
2350.57688051683,-82654.220836733,14.134999
2172.83186386555,-81661.9050241616,13.679999
1349.76229257253,-82830.4548624898,13.965
-30346.7141814808,-108877.994293425,15.04
-31365.4660377643,-109057.278879491,15.1449995
-31186.0095018244,-110057.792077096,14.96
-75225.255784371,-119920.084074442,15.23
-74359.4514285218,-118720.294960451,15.24
-75406.8423506679,-118905.393368398,15.299999
25457.9424561255,-79609.1338842427,14.6449995
26273.6749508713,-78445.5069235726,14.69
25280.6348748443,-78620.3762870887,14.79
14294.5347884729,-35543.3673885479,14.11
13514.5842544229,-34569.3160851467,14.295
13300.2069518056,-35717.3903726311,14.23
