3738.00527052721,26.4736263,-1710.27133813547,2,5,16,8,2,20.458466,35.1525226,1024.75887397824,60,93,0.2325342,2.6
3737.37700937851,33.1042515,-1707.97483254038,2,5,16,8,27,20.4717791,35.1577727,1024.75964650015,62,94,0.2324414,1.8
3736.74874869408,40.1627484,-1705.67832783982,2,5,16,8,52,20.4645443,35.1551836,1024.75996363382,63,92,0.2323881,1.4
3736.12048796448,46.7548738,-1703.38182218559,2,5,16,9,17,20.4606936,35.153441,1024.75999667877,62,98,0.2323671,1.1
3735.49222769646,55.1722775,-1701.08531742729,2,5,16,9,42,20.464067,35.1543773,1024.76023104652,61,96,0.2324299,1.1
3734.8639673834,64.3315237,-1698.78881171532,2,5,16,10,7,20.4942799,35.1657228,1024.76125472511,63,93,0.2319458,0.9
3734.23570753634,73.3225505,-1696.49230690021,2,5,16,10,32,20.4880313,35.1668055,1024.76420554178,64,95,0.2319465,0.8
3733.60744764772,84.4364185,-1694.19580113096,2,5,16,10,57,20.4873205,35.1678342,1024.76573984005,60,89,0.2319717,0.7
3732.9791882179,92.6104465,-1691.89929625625,2,5,16,11,22,20.4868697,35.1671275,1024.76573378096,60,98,0.2318429,0.5
3732.3509287436,101.4869592,-1689.60279042972,2,5,16,11,47,20.4837932,35.1658784,1024.76605219649,64,92,0.2318512,0.5
3731.72266973276,108.8525769,-1687.30628549773,2,5,16,12,12,20.448362,35.1569341,1024.76907742627,64,90,0.2317822,0.6
3731.09441068221,120.1469126,-1685.009779613,2,5,16,12,37,20.1027325,35.0891521,1024.80977420712,62,82,0.2307646,0.4
3730.46615209314,111.8088647,-1682.7132746242,2,5,16,13,2,20.3773762,35.1478511,1024.7812452163,64,90,0.2312897,0.5
3729.83789345971,94.07048,-1680.41676868219,2,5,16,13,27,20.4874532,35.1673026,1024.76578471865,60,93,0.2318457,0.6
3729.2096352845,76.3947522,-1678.12026363378,2,5,16,13,52,20.4881374,35.1681581,1024.76536288662,61,90,0.2320067,0.8
3728.58137732442,58.6962233,-1675.82375855837,2,5,16,14,17,20.482552,35.1590188,1024.75900040654,63,91,0.2323315,1.2
