-11579.1723038792,-171101.125960028,0.003470004
-11758.2265857875,-170102.027121792,0.003505004
-12595.5960083059,-171281.517666562,0.003460004
17439.3704557507,-97400.3393641287,0.003900004
18436.8279053476,-97225.6178544727,0.003910004
18258.974955592,-96234.9765730309,0.003925004
-2882.66890600632,-161330.22847674,0.003455004
-1872.15763668861,-161153.147092496,0.003460004
-2655.73153821134,-160246.581592586,0.003520004
76574.3656605639,-107466.843943829,0.003350004
77384.4279430739,-106307.466916615,0.003455004
76397.7788392461,-106481.502797757,0.003505004
-87222.8183062295,-195791.819308536,0.003655004
-87407.6088881913,-194766.451649269,0.0036000041
-88295.6745644537,-195983.755317335,0.0035700041
57952.2424519467,-56477.804453867,0.004525004
57776.6209548891,-55491.8413735721,0.004505004
56964.8542148417,-56651.3194613974,0.004525004
-100997.612335319,-183813.333945595,0.003465004
-99915.3397309528,-183622.183953853,0.003350004
-100100.337201111,-182592.490644336,0.003430004
102667.792058736,-174415.673697736,0.003590004
103477.333304502,-173256.275543791,0.0036600041
102491.668704378,-173430.622434537,0.003690004
-1693.20981232729,-162149.623653341,0.0034800041
-862.618990873336,-160976.068319858,0.003405004
74903.9533361842,-85137.6269275625,0.004025004
73918.0491481712,-85311.2095455336,0.003970004
74704.8823401242,-86318.6622049506,0.004000004
92301.4522402961,149001.025950583,0.004365004
93121.6956623014,150165.797695627,0.004285004
92126.3161581904,149991.51184912,0.004200004
10355.9491971509,-34105.471820476,0.003910004
9538.29105786758,-35270.5494950172,0.004000004
10532.6541252475,-35094.9280246636,0.003885004
10875.7535579587,22185.6583346529,0.003870004
9884.73474342929,22011.9342725482,0.004440004
10060.2334013574,21023.5974591128,0.004270004
24750.7918937285,-75653.3023634795,0.003865004
23756.1627887622,-75827.4534677812,0.003830004
23933.2560483069,-76816.909813399,0.003825004
56038.2118396525,-59854.2909717299,0.004585004
57025.9508035391,-59680.984921624,0.004530004
56849.4439639365,-58695.2320139441,0.004665004
103297.440433906,57830.8473731498,0.004325004
103473.201951013,56841.7796572214,0.004220004
104290.166930375,58004.8339885306,0.004330004
70202.4008540508,-59397.9031401519,0.003880004
70026.7446837635,-58411.9424529569,0.0038150041
